"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"20.11.2019","13,19","12,82","16,66","12,23","","2,97%"
"19.11.2019","12,81","13,08","14,10","10,24","","-2,06%"
"18.11.2019","13,08","11,88","13,15","11,88","","10,10%"
"15.11.2019","11,88","13,06","13,06","10,33","","-9,59%"
"14.11.2019","13,14","12,92","21,46","12,90","","1,70%"
"13.11.2019","12,92","12,66","30,37","12,65","","2,05%"
"12.11.2019","12,66","12,67","14,12","6,00","","-0,08%"
"11.11.2019","12,67","13,12","15,48","7,20","","-3,43%"
"08.11.2019","13,12","13,09","14,04","12,98","","0,31%"
"07.11.2019","13,08","13,44","15,62","11,88","","-2,68%"
"06.11.2019","13,44","13,43","13,87","13,36","","0,07%"
"05.11.2019","13,43","13,27","16,46","9,87","","1,28%"
"04.11.2019","13,26","12,94","15,18","12,94","","2,47%"
"01.11.2019","12,94","14,09","14,09","12,92","","-8,16%"
"31.10.2019","14,09","13,52","15,60","13,52","","4,22%"
"30.10.2019","13,52","14,17","19,82","13,46","","-4,59%"
"29.10.2019","14,17","13,67","17,20","13,67","","3,89%"
"28.10.2019","13,64","13,36","13,96","13,36","","2,10%"
"25.10.2019","13,36","13,71","14,77","13,25","","-2,55%"
"24.10.2019","13,71","14,14","19,23","13,58","","-3,04%"
"23.10.2019","14,14","14,52","18,14","14,07","","-2,62%"
"22.10.2019","14,52","14,62","17,87","13,80","","-0,68%"
"21.10.2019","14,62","14,57","16,93","14,57","","0,34%"
"18.10.2019","14,57","13,42","14,79","13,42","","8,49%"
"17.10.2019","13,43","13,49","16,01","13,13","","-0,44%"
"16.10.2019","13,49","13,31","18,49","13,29","","1,35%"
"15.10.2019","13,31","14,50","15,91","13,21","","-8,21%"
"14.10.2019","14,50","15,75","15,78","14,31","","-7,94%"
"11.10.2019","15,75","17,32","17,32","13,62","","-9,12%"
"10.10.2019","17,33","17,92","23,03","17,01","","-3,29%"
"09.10.2019","17,92","19,31","28,21","17,61","","-7,20%"
"08.10.2019","19,31","17,30","20,39","17,30","","11,36%"
"07.10.2019","17,34","16,73","17,99","16,37","","3,77%"
"04.10.2019","16,71","18,94","18,94","16,55","","-11,77%"
"03.10.2019","18,94","20,11","21,65","17,03","","-5,82%"
"02.10.2019","20,11","18,66","21,41","18,66","","7,77%"
"01.10.2019","18,66","16,36","22,83","15,84","","14,06%"
"30.09.2019","16,36","17,33","20,07","16,32","","-5,60%"
"27.09.2019","17,33","16,45","19,94","15,92","","5,35%"
"26.09.2019","16,45","15,98","18,16","15,98","","2,94%"
"25.09.2019","15,98","16,91","18,81","15,86","","-5,50%"
"24.09.2019","16,91","16,40","21,97","15,10","","10,45%"
"23.09.2019","15,31","16,34","16,50","15,20","","-3,59%"
"20.09.2019","15,88","13,97","21,11","13,61","","13,67%"
"19.09.2019","13,97","14,17","16,40","13,19","","-1,48%"
"18.09.2019","14,18","14,83","22,41","14,03","","-4,32%"
"17.09.2019","14,82","14,59","20,67","14,37","","1,58%"
"16.09.2019","14,59","13,75","17,50","13,75","","6,11%"
"13.09.2019","13,75","13,93","17,02","13,49","","-1,50%"
"12.09.2019","13,96","14,13","17,06","13,36","","-1,20%"
"11.09.2019","14,13","15,38","15,45","14,02","","-8,13%"
"10.09.2019","15,38","15,95","16,92","15,26","","-3,57%"
"09.09.2019","15,95","15,73","16,47","15,69","","1,27%"
"06.09.2019","15,75","17,00","21,11","15,74","","-7,35%"
"05.09.2019","17,00","18,02","18,33","16,22","","-5,66%"
"04.09.2019","18,02","19,57","21,49","16,15","","-7,92%"
"03.09.2019","19,57","18,41","24,80","18,41","","6,30%"
"30.08.2019","18,41","17,67","26,85","16,77","","4,19%"
"29.08.2019","17,67","19,46","19,46","17,53","","-9,20%"
"28.08.2019","19,46","20,44","24,04","19,27","","-4,79%"
"27.08.2019","20,44","19,81","21,81","19,07","","3,18%"
"26.08.2019","19,81","20,54","23,64","19,76","","-3,74%"
"23.08.2019","20,58","17,13","21,39","16,86","","20,14%"
"22.08.2019","17,13","16,02","18,02","15,68","","6,93%"
"21.08.2019","16,02","17,89","17,89","15,84","","-10,50%"
"20.08.2019","17,90","17,36","17,94","16,98","","2,93%"
"19.08.2019","17,39","18,87","18,87","17,10","","-7,84%"
"16.08.2019","18,87","21,12","21,12","17,31","","-10,95%"
"15.08.2019","21,19","22,11","22,89","20,98","","-4,16%"
"14.08.2019","22,11","17,58","22,63","17,58","","25,27%"
"13.08.2019","17,65","20,83","25,75","15,55","","-15,14%"
"12.08.2019","20,80","17,95","21,04","17,95","","15,88%"
"09.08.2019","17,95","17,22","20,06","17,22","","4,24%"
"08.08.2019","17,22","19,53","19,53","17,22","","-11,69%"
"07.08.2019","19,50","19,75","23,12","19,13","","-1,17%"
"06.08.2019","19,73","23,23","23,23","19,45","","-15,07%"
"05.08.2019","23,23","18,11","24,03","18,11","","28,27%"
"02.08.2019","18,11","17,84","21,07","17,01","","1,51%"
"01.08.2019","17,84","15,32","22,40","14,27","","16,45%"
"31.07.2019","15,32","14,22","22,21","13,80","","7,74%"
"30.07.2019","14,22","13,63","14,86","13,63","","4,33%"
"29.07.2019","13,63","13,38","14,32","13,16","","1,87%"
"26.07.2019","13,38","13,68","14,07","13,26","","-2,19%"
"25.07.2019","13,68","13,09","15,42","13,09","","4,59%"
"24.07.2019","13,08","13,25","13,85","12,44","","-1,28%"
"23.07.2019","13,25","13,71","16,06","13,00","","-3,36%"
"22.07.2019","13,71","13,80","14,71","12,08","","-0,65%"
"19.07.2019","13,80","13,67","13,85","11,79","","0,95%"
"18.07.2019","13,67","13,52","21,04","13,43","","1,11%"
"17.07.2019","13,52","13,13","17,68","12,93","","2,97%"
"16.07.2019","13,13","12,55","17,16","12,25","","4,62%"
"15.07.2019","12,55","12,43","15,42","12,43","","0,88%"
"12.07.2019","12,44","12,76","12,76","12,29","","-2,51%"
"11.07.2019","12,76","13,08","15,09","12,67","","-2,45%"
"10.07.2019","13,08","13,81","18,03","11,13","","-5,29%"
"09.07.2019","13,81","13,66","14,21","13,66","","1,10%"
"08.07.2019","13,66","13,04","22,65","13,04","","4,83%"
"05.07.2019","13,03","12,90","13,86","12,83","","1,01%"
"03.07.2019","12,90","12,89","15,26","10,75","","0,08%"
"02.07.2019","12,89","13,94","14,17","12,88","","-7,53%"
"01.07.2019","13,94","15,33","15,33","13,73","","-9,01%"
"28.06.2019","15,32","15,81","21,89","15,32","","-3,10%"
"27.06.2019","15,81","15,87","20,44","15,57","","-0,38%"
"26.06.2019","15,87","15,86","16,49","15,50","","0,13%"
"25.06.2019","15,85","15,04","23,37","14,45","","5,39%"
"24.06.2019","15,04","14,67","18,29","14,67","","2,80%"
"21.06.2019","14,63","14,15","14,94","13,80","","3,39%"
"20.06.2019","14,15","14,07","14,74","13,45","","0,57%"
"19.06.2019","14,07","14,77","18,15","13,89","","-4,74%"
"18.06.2019","14,77","15,10","15,72","13,19","","-2,06%"
"17.06.2019","15,08","15,14","15,99","14,29","","-0,40%"
"14.06.2019","15,14","15,41","15,82","14,34","","-1,75%"
"13.06.2019","15,41","15,74","15,81","15,37","","-2,10%"
"12.06.2019","15,74","15,68","16,08","15,60","","0,38%"
"11.06.2019","15,68","15,63","16,46","15,20","","0,32%"
"10.06.2019","15,63","15,54","15,78","15,34","","0,58%"
"07.06.2019","15,54","15,67","15,83","15,34","","-0,89%"
"06.06.2019","15,68","16,35","16,51","15,54","","-4,10%"
"05.06.2019","16,35","17,18","17,47","16,25","","-4,83%"
"04.06.2019","17,18","18,83","22,45","17,15","","-8,76%"
"03.06.2019","18,83","19,24","23,05","18,39","","-2,13%"
"31.05.2019","19,24","17,50","24,05","17,50","","9,94%"
"30.05.2019","17,50","18,30","19,58","16,66","","-4,37%"
"29.05.2019","18,30","17,60","19,30","17,60","","3,98%"
"28.05.2019","17,60","16,05","18,43","15,03","","9,66%"
"24.05.2019","16,05","17,33","17,33","16,02","","-7,39%"
"23.05.2019","17,33","14,85","23,53","14,85","","16,70%"
"22.05.2019","14,85","15,06","15,47","14,44","","-1,39%"
"21.05.2019","15,06","16,57","16,57","14,86","","-9,11%"
"20.05.2019","16,57","15,93","17,51","15,93","","4,02%"
"17.05.2019","15,93","15,43","18,89","15,07","","3,24%"
"16.05.2019","15,43","16,72","16,98","15,29","","-7,72%"
"15.05.2019","16,72","18,29","28,18","16,25","","-8,58%"
"14.05.2019","18,29","20,66","22,36","16,27","","-11,47%"
"13.05.2019","20,66","16,76","21,33","16,61","","23,27%"
"10.05.2019","16,76","19,47","22,84","16,58","","-13,92%"
"09.05.2019","19,47","18,96","24,38","18,96","","3,07%"
"08.05.2019","18,89","19,55","22,78","17,28","","-3,38%"
"07.05.2019","19,55","15,62","21,04","15,62","","25,08%"
"06.05.2019","15,63","13,77","17,11","13,77","","13,51%"
"03.05.2019","13,77","14,71","16,85","13,65","","-6,39%"
"02.05.2019","14,71","14,64","16,71","14,39","","0,48%"
"01.05.2019","14,64","13,56","22,65","11,58","","7,96%"
"30.04.2019","13,56","13,50","14,19","12,62","","0,44%"
"29.04.2019","13,50","13,20","18,16","13,20","","2,27%"
"26.04.2019","13,20","13,55","14,82","13,00","","-2,51%"
"25.04.2019","13,54","13,48","14,46","12,25","","0,45%"
"24.04.2019","13,48","12,94","13,94","12,93","","4,17%"
"23.04.2019","12,94","13,07","13,09","12,71","","-0,99%"
"22.04.2019","13,07","12,64","13,78","12,64","","3,40%"
"18.04.2019","12,64","13,16","13,19","12,28","","-3,95%"
"17.04.2019","13,16","13,13","16,73","12,80","","0,00%"
"16.04.2019","13,16","13,25","13,53","12,48","","-0,68%"
"15.04.2019","13,25","13,39","13,80","13,04","","-1,05%"
"12.04.2019","13,39","14,25","15,33","13,04","","-6,23%"
"11.04.2019","14,28","14,35","14,47","14,07","","-0,49%"
"10.04.2019","14,35","15,00","25,85","13,63","","-4,33%"
"09.04.2019","15,00","14,41","16,73","14,41","","4,17%"
"08.04.2019","14,40","13,61","15,98","13,61","","5,80%"
"05.04.2019","13,61","14,01","14,01","13,38","","-2,92%"
"04.04.2019","14,02","14,26","14,59","13,92","","-1,75%"
"03.04.2019","14,27","14,09","15,57","13,43","","1,28%"
"02.04.2019","14,09","13,90","14,41","12,41","","1,37%"
"01.04.2019","13,90","14,30","15,91","12,31","","-3,00%"
"29.03.2019","14,33","15,32","16,73","14,13","","-6,40%"
"28.03.2019","15,31","15,99","21,44","15,29","","-4,13%"
"27.03.2019","15,97","15,66","17,95","15,49","","1,98%"
"26.03.2019","15,66","16,92","16,92","14,85","","-7,50%"
"25.03.2019","16,93","17,41","18,40","16,91","","-2,87%"
"22.03.2019","17,43","14,51","18,85","14,36","","20,12%"
"21.03.2019","14,51","14,90","18,09","14,41","","-2,49%"
"20.03.2019","14,88","14,49","21,22","14,25","","2,62%"
"19.03.2019","14,50","14,03","21,12","12,52","","3,35%"
"18.03.2019","14,03","13,84","14,68","13,84","","1,59%"
"15.03.2019","13,81","14,39","17,44","13,22","","-4,16%"
"14.03.2019","14,41","14,66","17,84","14,13","","-1,71%"
"13.03.2019","14,66","15,12","20,95","14,40","","-3,17%"
"12.03.2019","15,14","15,71","15,96","14,55","","-3,63%"
"11.03.2019","15,71","16,18","17,87","15,24","","-2,90%"
"08.03.2019","16,18","16,80","21,08","15,08","","-3,69%"
"07.03.2019","16,80","15,96","17,70","15,96","","5,26%"
"06.03.2019","15,96","15,23","16,32","15,23","","4,79%"
"05.03.2019","15,23","15,52","16,12","14,89","","-1,81%"
"04.03.2019","15,51","14,03","18,47","14,03","","10,55%"
"01.03.2019","14,03","14,77","14,85","12,52","","-5,01%"
"28.02.2019","14,77","14,80","16,54","14,15","","-0,20%"
"27.02.2019","14,80","15,21","17,82","14,63","","-2,57%"
"26.02.2019","15,19","15,02","20,42","14,54","","1,13%"
"25.02.2019","15,02","14,11","15,79","14,08","","6,45%"
"22.02.2019","14,11","14,54","14,54","13,88","","-2,89%"
"21.02.2019","14,53","14,49","15,21","11,89","","0,21%"
"20.02.2019","14,50","15,12","15,22","12,25","","-4,10%"
"19.02.2019","15,12","14,90","16,04","14,61","","1,48%"
"15.02.2019","14,90","15,83","15,83","12,70","","-5,82%"
"14.02.2019","15,82","15,58","16,61","14,33","","1,67%"
"13.02.2019","15,56","15,29","15,71","14,56","","1,77%"
"12.02.2019","15,29","16,03","16,03","9,34","","-4,56%"
"11.02.2019","16,02","15,84","16,45","15,32","","1,14%"
"08.02.2019","15,84","16,36","17,19","14,84","","-3,18%"
"07.02.2019","16,36","15,54","17,34","15,54","","5,28%"
"06.02.2019","15,54","15,85","15,85","12,91","","-1,96%"
"05.02.2019","15,85","16,26","16,35","12,30","","-2,52%"
"04.02.2019","16,26","16,73","17,28","16,01","","-2,81%"
"01.02.2019","16,73","17,11","17,20","13,25","","-2,22%"
"31.01.2019","17,11","17,72","18,17","13,82","","-3,50%"
"30.01.2019","17,73","19,30","19,30","13,82","","-8,18%"
"29.01.2019","19,31","19,51","20,04","12,27","","-1,13%"
"28.01.2019","19,53","18,75","21,07","12,73","","4,16%"
"25.01.2019","18,75","19,57","19,76","13,04","","-4,19%"
"24.01.2019","19,57","19,50","20,33","12,13","","0,46%"
"23.01.2019","19,48","20,43","21,55","14,50","","-4,65%"
"22.01.2019","20,43","17,59","20,69","14,65","","16,15%"
"18.01.2019","17,59","17,83","17,86","13,51","","-1,35%"
"17.01.2019","17,83","18,97","19,42","12,63","","-5,86%"
"16.01.2019","18,94","18,92","18,96","16,90","","0,11%"
"15.01.2019","18,92","19,30","20,71","12,48","","-1,97%"
"14.01.2019","19,30","18,96","20,75","9,17","","1,79%"
"11.01.2019","18,96","19,66","24,73","18,85","","-3,46%"
"10.01.2019","19,64","20,76","21,78","11,79","","-5,39%"
"09.01.2019","20,76","21,17","21,51","14,35","","-1,94%"
"08.01.2019","21,17","22,47","22,63","13,41","","-5,79%"
"07.01.2019","22,47","22,16","23,19","14,28","","1,40%"
"04.01.2019","22,16","25,47","25,47","17,39","","-13,00%"
"03.01.2019","25,47","23,06","25,61","14,92","","10,45%"
"02.01.2019","23,06","24,53","26,58","17,61","","-5,99%"
"31.12.2018","24,53","25,73","28,47","22,29","","-8,40%"
"28.12.2018","26,78","28,12","28,98","19,42","","-4,77%"
"27.12.2018","28,12","28,18","31,32","22,68","","-0,07%"
"26.12.2018","28,14","32,02","32,91","26,13","","-12,12%"
"24.12.2018","32,02","28,19","32,14","21,38","","13,59%"
"21.12.2018","28,19","26,66","28,78","16,03","","5,74%"
"20.12.2018","26,66","23,98","28,00","23,86","","11,18%"
"19.12.2018","23,98","24,35","26,57","22,13","","-1,52%"
"18.12.2018","24,35","24,02","29,06","23,01","","1,37%"
"17.12.2018","24,02","21,90","25,17","21,90","","9,68%"
"14.12.2018","21,90","21,05","26,86","20,87","","4,04%"
"13.12.2018","21,05","21,88","22,64","19,77","","-3,79%"
"12.12.2018","21,88","22,46","22,46","20,99","","-2,58%"
"11.12.2018","22,46","22,77","25,13","20,68","","-1,36%"
"10.12.2018","22,77","23,43","29,02","21,22","","-2,57%"
"07.12.2018","23,37","21,83","32,64","19,68","","7,05%"
"06.12.2018","21,83","20,97","28,41","20,97","","4,10%"
"04.12.2018","20,97","17,30","25,63","16,78","","21,21%"
"03.12.2018","17,30","18,14","19,15","16,53","","-4,58%"
"30.11.2018","18,13","18,69","23,21","18,06","","-3,00%"
"29.11.2018","18,69","18,88","24,12","18,27","","-1,01%"
"28.11.2018","18,88","19,41","22,92","16,53","","-2,73%"
"27.11.2018","19,41","19,25","20,21","17,81","","0,99%"
"26.11.2018","19,22","21,17","21,17","15,71","","-9,21%"
"23.11.2018","21,17","20,58","21,95","18,24","","2,87%"
"21.11.2018","20,58","22,11","22,11","15,21","","-6,92%"
"20.11.2018","22,11","19,96","24,36","14,70","","10,77%"
"19.11.2018","19,96","17,95","20,75","14,35","","11,20%"
"16.11.2018","17,95","19,47","30,85","8,51","","-7,81%"
"15.11.2018","19,47","20,90","25,54","4,07","","-6,84%"
"14.11.2018","20,90","19,69","32,73","12,25","","6,15%"
"13.11.2018","19,69","20,32","22,23","15,57","","-3,10%"
"12.11.2018","20,32","17,21","33,17","13,76","","18,07%"
"09.11.2018","17,21","16,79","25,82","16,07","","2,50%"
"08.11.2018","16,79","16,59","26,89","16,34","","1,21%"
"07.11.2018","16,59","19,67","26,49","16,51","","-15,66%"
"06.11.2018","19,67","20,21","20,38","14,11","","-2,67%"
"05.11.2018","20,21","19,98","29,59","13,71","","1,05%"
"02.11.2018","20,00","19,91","30,34","13,81","","0,45%"
"01.11.2018","19,91","21,65","21,65","13,74","","-8,04%"
"31.10.2018","21,65","23,50","23,50","16,11","","-7,87%"
"30.10.2018","23,50","24,66","30,54","19,22","","-4,94%"
"29.10.2018","24,72","23,98","32,01","21,10","","3,09%"
"26.10.2018","23,98","23,22","30,72","22,25","","3,27%"
"25.10.2018","23,22","23,99","27,97","21,68","","0,96%"
"24.10.2018","23,00","20,91","28,50","20,27","","10,00%"
"23.10.2018","20,91","20,13","26,65","19,74","","3,87%"
"22.10.2018","20,13","19,77","30,07","19,00","","0,20%"
"19.10.2018","20,09","20,36","27,59","17,66","","-1,33%"
"18.10.2018","20,36","18,08","28,91","18,05","","12,74%"
"17.10.2018","18,06","18,10","23,79","17,47","","-0,22%"
"16.10.2018","18,10","21,50","23,92","17,86","","-15,81%"
"15.10.2018","21,50","20,73","23,75","19,62","","3,71%"
"12.10.2018","20,73","24,17","24,87","19,62","","-14,23%"
"11.10.2018","24,17","21,75","25,65","20,00","","10,26%"
"10.10.2018","21,92","16,26","27,07","15,66","","34,81%"
"09.10.2018","16,26","16,04","18,26","14,61","","1,43%"
"08.10.2018","16,03","15,63","24,14","13,60","","2,56%"
"05.10.2018","15,63","15,31","19,50","14,70","","2,09%"
"04.10.2018","15,31","13,08","16,98","12,39","","17,05%"
"03.10.2018","13,08","13,53","13,85","11,72","","-3,33%"
"02.10.2018","13,53","13,43","13,71","11,49","","0,74%"
"01.10.2018","13,43","13,16","13,76","11,41","","2,05%"
"28.09.2018","13,16","13,33","13,98","11,12","","-1,28%"
"27.09.2018","13,33","13,39","13,49","11,04","","-0,45%"
"26.09.2018","13,39","13,37","16,46","10,85","","0,15%"
"25.09.2018","13,37","12,98","13,53","8,68","","3,08%"
"24.09.2018","12,97","12,44","13,65","8,69","","4,51%"
"21.09.2018","12,41","12,75","12,84","8,31","","-2,67%"
"20.09.2018","12,75","12,34","12,89","8,89","","3,32%"
"19.09.2018","12,34","13,34","13,34","9,15","","-7,50%"
"18.09.2018","13,34","14,16","14,16","7,48","","-5,79%"
"17.09.2018","14,16","12,88","14,31","11,56","","9,77%"
"14.09.2018","12,90","13,36","13,49","8,03","","-3,44%"
"13.09.2018","13,36","13,87","13,87","9,98","","-3,68%"
"12.09.2018","13,87","13,92","15,05","9,89","","-0,29%"
"11.09.2018","13,91","14,57","15,32","10,35","","-4,53%"
"10.09.2018","14,57","15,03","15,03","11,64","","-3,13%"
"07.09.2018","15,04","14,77","20,75","10,49","","1,83%"
"06.09.2018","14,77","14,49","24,20","11,08","","1,93%"
"05.09.2018","14,49","13,83","23,56","11,44","","4,77%"
"04.09.2018","13,83","13,37","17,26","8,76","","3,44%"
"31.08.2018","13,37","13,48","14,27","10,91","","-4,09%"
"30.08.2018","13,94","12,97","16,72","8,62","","7,48%"
"29.08.2018","12,97","13,07","13,34","9,27","","-0,77%"
"28.08.2018","13,07","12,78","24,20","10,31","","2,27%"
"27.08.2018","12,78","12,55","13,14","9,27","","1,83%"
"24.08.2018","12,55","12,87","13,15","9,64","","-2,49%"
"23.08.2018","12,87","12,79","21,90","10,34","","0,94%"
"22.08.2018","12,75","13,52","13,52","10,10","","-5,70%"
"21.08.2018","13,52","12,98","24,35","10,35","","4,16%"
"20.08.2018","12,98","12,96","13,18","9,54","","0,15%"
"17.08.2018","12,96","13,49","13,94","12,57","","-3,93%"
"16.08.2018","13,49","14,96","14,96","10,73","","-9,83%"
"15.08.2018","14,96","13,98","19,34","13,10","","7,01%"
"14.08.2018","13,98","15,62","15,62","13,48","","-10,50%"
"13.08.2018","15,62","14,36","16,01","13,51","","8,77%"
"10.08.2018","14,36","13,12","14,85","13,12","","9,45%"
"09.08.2018","13,12","12,77","13,22","11,85","","2,90%"
"08.08.2018","12,75","12,76","13,06","11,92","","-0,08%"
"07.08.2018","12,76","13,37","13,37","12,39","","-4,56%"
"06.08.2018","13,37","13,44","14,15","13,32","","-0,52%"
"03.08.2018","13,44","13,91","14,10","12,61","","-3,38%"
"02.08.2018","13,91","14,48","16,17","13,83","","-3,94%"
"01.08.2018","14,48","13,98","20,56","12,83","","3,58%"
"31.07.2018","13,98","14,89","17,10","13,35","","-6,11%"
"30.07.2018","14,89","13,58","14,97","13,58","","9,65%"
"27.07.2018","13,58","13,22","19,32","12,06","","2,72%"
"26.07.2018","13,22","13,29","19,69","12,93","","-0,53%"
"25.07.2018","13,29","13,45","22,17","12,93","","-0,82%"
"24.07.2018","13,40","13,62","14,11","11,54","","-1,47%"
"23.07.2018","13,60","13,53","14,35","13,53","","0,52%"
"20.07.2018","13,53","13,48","14,18","13,22","","0,37%"
"19.07.2018","13,48","13,12","13,97","12,28","","2,74%"
"18.07.2018","13,12","12,92","13,41","12,15","","1,55%"
"17.07.2018","12,92","13,10","13,70","11,80","","-1,37%"
"16.07.2018","13,10","13,14","13,68","12,99","","-0,38%"
"13.07.2018","13,15","13,73","14,00","12,94","","-4,22%"
"12.07.2018","13,73","14,65","14,65","13,56","","-5,96%"
"11.07.2018","14,60","13,61","14,95","13,60","","7,27%"
"10.07.2018","13,61","14,00","14,20","13,55","","-2,79%"
"09.07.2018","14,00","14,72","16,40","13,82","","-4,76%"
"06.07.2018","14,70","16,01","18,97","14,67","","-8,18%"
"05.07.2018","16,01","16,79","24,71","15,83","","-4,65%"
"03.07.2018","16,79","16,21","22,50","15,53","","3,58%"
"02.07.2018","16,21","16,34","27,38","16,21","","-0,80%"
"29.06.2018","16,34","17,13","28,17","15,28","","-4,61%"
"28.06.2018","17,13","17,93","21,55","16,71","","-4,46%"
"27.06.2018","17,93","16,65","32,38","15,58","","7,82%"
"26.06.2018","16,63","17,71","26,78","15,99","","-6,10%"
"25.06.2018","17,71","14,82","25,76","14,82","","19,42%"
"22.06.2018","14,83","15,83","22,43","14,47","","-6,14%"
"21.06.2018","15,80","14,47","22,62","14,47","","9,19%"
"20.06.2018","14,47","14,84","25,37","14,03","","-2,49%"
"19.06.2018","14,84","13,02","15,77","13,02","","13,89%"
"18.06.2018","13,03","12,73","14,50","12,73","","2,36%"
"15.06.2018","12,73","12,71","29,66","12,69","","0,16%"
"14.06.2018","12,71","12,96","13,16","12,40","","-1,93%"
"13.06.2018","12,96","12,81","31,10","12,56","","1,17%"
"12.06.2018","12,81","12,88","13,19","12,54","","-0,70%"
"11.06.2018","12,90","13,54","25,94","11,63","","-4,66%"
"08.06.2018","13,53","13,47","17,79","13,20","","0,52%"
"07.06.2018","13,46","13,31","17,43","12,94","","1,13%"
"06.06.2018","13,31","14,01","23,92","13,31","","-5,06%"
"05.06.2018","14,02","14,18","14,58","13,93","","-0,99%"
"04.06.2018","14,16","14,37","20,97","13,97","","-1,46%"
"01.06.2018","14,37","16,14","17,16","14,25","","-11,02%"
"31.05.2018","16,15","15,56","20,50","15,43","","3,86%"
"30.05.2018","15,55","17,29","17,29","15,05","","-10,06%"
"29.05.2018","17,29","13,94","19,99","13,94","","24,30%"
"25.05.2018","13,91","13,41","14,14","13,14","","3,81%"
"24.05.2018","13,40","13,54","14,93","13,38","","-1,03%"
"23.05.2018","13,54","14,21","15,22","12,80","","-4,71%"
"22.05.2018","14,21","14,07","14,42","12,64","","1,00%"
"21.05.2018","14,07","14,28","15,84","10,90","","-1,47%"
"18.05.2018","14,28","14,20","14,78","11,53","","0,56%"
"17.05.2018","14,20","14,62","15,08","10,26","","-2,87%"
"16.05.2018","14,62","15,65","15,65","14,03","","-6,40%"
"15.05.2018","15,62","14,20","20,32","13,23","","10,00%"
"14.05.2018","14,20","14,61","14,78","13,54","","-2,87%"
"11.05.2018","14,62","14,97","15,12","14,08","","-2,34%"
"10.05.2018","14,97","15,40","15,40","12,19","","-2,79%"
"09.05.2018","15,40","16,20","16,27","12,93","","-4,94%"
"08.05.2018","16,20","16,50","17,72","13,54","","-1,82%"
"07.05.2018","16,50","16,52","17,08","13,66","","-0,18%"
"04.05.2018","16,53","17,44","18,05","15,90","","-5,22%"
"03.05.2018","17,44","17,53","19,81","17,05","","-0,51%"
"02.05.2018","17,53","17,35","17,75","15,89","","1,15%"
"01.05.2018","17,33","17,64","19,00","16,44","","-1,76%"
"30.04.2018","17,64","16,89","22,07","16,15","","4,44%"
"27.04.2018","16,89","17,40","18,10","15,78","","-2,99%"
"26.04.2018","17,41","18,61","20,03","16,65","","-6,55%"
"25.04.2018","18,63","18,80","20,16","13,62","","-0,90%"
"24.04.2018","18,80","17,63","20,40","16,57","","6,64%"
"23.04.2018","17,63","18,56","18,81","15,31","","-5,01%"
"20.04.2018","18,56","17,77","20,69","16,02","","4,45%"
"19.04.2018","17,77","17,86","20,42","13,30","","-0,62%"
"18.04.2018","17,88","17,66","19,26","14,35","","1,25%"
"17.04.2018","17,66","18,61","18,61","13,91","","-5,10%"
"16.04.2018","18,61","19,27","21,42","17,04","","-3,27%"
"13.04.2018","19,24","20,21","20,21","18,56","","-4,80%"
"12.04.2018","20,21","22,09","22,75","19,40","","-8,47%"
"11.04.2018","22,08","22,02","23,80","14,78","","0,18%"
"10.04.2018","22,04","23,18","27,55","13,97","","-4,92%"
"09.04.2018","23,18","23,13","24,02","16,72","","0,22%"
"06.04.2018","23,13","20,28","25,83","18,35","","14,50%"
"05.04.2018","20,20","21,47","24,24","10,94","","-6,00%"
"04.04.2018","21,49","22,32","25,31","21,23","","-3,76%"
"03.04.2018","22,33","24,74","24,74","20,81","","-9,74%"
"02.04.2018","24,74","21,55","26,64","18,55","","14,91%"
"29.03.2018","21,53","24,35","24,35","18,56","","-11,58%"
"28.03.2018","24,35","23,84","25,76","17,27","","2,14%"
"27.03.2018","23,84","21,40","24,60","18,52","","11,14%"
"26.03.2018","21,45","22,96","23,98","20,03","","-6,29%"
"23.03.2018","22,89","22,06","23,98","17,08","","3,76%"
"22.03.2018","22,06","17,65","22,38","16,25","","24,99%"
"21.03.2018","17,65","17,84","18,42","12,23","","-1,12%"
"20.03.2018","17,85","17,85","18,42","17,53","","0,00%"
"19.03.2018","17,85","15,02","19,14","15,02","","18,84%"
"16.03.2018","15,02","16,13","17,64","14,47","","-6,59%"
"15.03.2018","16,08","16,24","16,59","14,31","","-0,99%"
"14.03.2018","16,24","15,47","18,23","15,23","","5,11%"
"13.03.2018","15,45","14,72","16,03","11,83","","4,96%"
"12.03.2018","14,72","15,64","15,64","14,23","","-6,00%"
"09.03.2018","15,66","17,67","17,67","11,68","","-11,38%"
"08.03.2018","17,67","18,37","18,37","16,64","","-3,76%"
"07.03.2018","18,36","18,37","19,62","12,90","","-0,05%"
"06.03.2018","18,37","18,64","19,27","12,59","","-1,40%"
"05.03.2018","18,63","19,41","20,50","13,69","","-4,27%"
"02.03.2018","19,46","20,94","23,68","17,10","","-6,71%"
"01.03.2018","20,86","18,27","23,15","12,71","","14,24%"
"28.02.2018","18,26","18,01","18,82","13,13","","1,56%"
"27.02.2018","17,98","15,76","18,45","14,66","","13,58%"
"26.02.2018","15,83","16,20","16,48","13,91","","-2,22%"
"23.02.2018","16,19","18,25","18,68","12,51","","-11,29%"
"22.02.2018","18,25","19,55","19,58","14,12","","-6,70%"
"21.02.2018","19,56","19,81","19,83","12,18","","-1,21%"
