"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"24.08.2021","16,12","16,57","16,63","15,96","","-2,72%"
"23.08.2021","16,57","18,62","18,62","16,36","","-10,91%"
"20.08.2021","18,60","19,55","21,12","18,44","","-4,86%"
"19.08.2021","19,55","20,41","22,10","17,30","","-4,21%"
"18.08.2021","20,41","17,91","31,05","16,02","","13,96%"
"17.08.2021","17,91","16,51","19,70","16,51","","8,48%"
"16.08.2021","16,51","15,77","20,72","15,77","","4,69%"
"13.08.2021","15,77","15,79","16,01","15,55","","-0,13%"
"12.08.2021","15,79","16,33","16,90","15,79","","-3,31%"
"11.08.2021","16,33","17,17","17,17","16,10","","-4,89%"
"10.08.2021","17,17","17,32","17,35","16,70","","-0,87%"
"09.08.2021","17,32","16,39","21,07","16,39","","5,67%"
"06.08.2021","16,39","16,93","16,93","16,00","","-3,19%"
"05.08.2021","16,93","17,95","19,43","16,93","","-5,73%"
"04.08.2021","17,96","17,52","21,07","17,52","","2,51%"
"03.08.2021","17,52","18,54","21,10","16,84","","-5,50%"
"02.08.2021","18,54","17,88","19,97","17,73","","3,69%"
"30.07.2021","17,88","17,11","24,94","16,68","","4,50%"
"29.07.2021","17,11","17,89","25,66","17,02","","-4,36%"
"28.07.2021","17,89","18,88","21,83","17,44","","-5,24%"
"27.07.2021","18,88","17,55","19,90","16,96","","7,58%"
"26.07.2021","17,55","19,73","19,73","15,78","","-11,05%"
"23.07.2021","19,73","17,48","20,94","16,59","","12,87%"
"22.07.2021","17,48","17,91","18,20","17,07","","-2,40%"
"21.07.2021","17,91","18,97","21,92","17,54","","-5,59%"
"20.07.2021","18,97","21,27","26,53","15,37","","-10,81%"
"19.07.2021","21,27","15,30","29,15","15,30","","39,02%"
"16.07.2021","15,30","15,47","16,56","13,45","","-1,10%"
"15.07.2021","15,47","15,51","17,12","14,13","","-0,26%"
"14.07.2021","15,51","2,71","16,90","2,71","","472,32%"
"13.07.2021","2,71","14,86","17,81","2,67","","-81,76%"
"12.07.2021","14,86","12,45","17,28","10,73","","19,36%"
"09.07.2021","12,45","17,34","17,34","12,45","","-28,20%"
"08.07.2021","17,34","14,27","19,57","14,27","","21,51%"
"07.07.2021","14,27","17,89","18,04","13,28","","-20,23%"
"06.07.2021","17,89","13,66","19,34","13,66","","30,97%"
"02.07.2021","13,66","14,06","15,93","10,98","","-2,84%"
"01.07.2021","14,06","14,76","16,05","11,59","","-4,74%"
"30.06.2021","14,76","15,34","18,71","14,48","","-3,66%"
"29.06.2021","15,32","15,11","15,67","14,65","","1,39%"
"28.06.2021","15,11","14,49","15,57","14,33","","4,28%"
"25.06.2021","14,49","15,32","21,33","14,32","","-5,48%"
"24.06.2021","15,33","16,26","16,26","14,84","","-5,72%"
"23.06.2021","16,26","16,34","18,24","13,94","","-0,49%"
"22.06.2021","16,34","17,13","20,82","16,33","","-4,61%"
"21.06.2021","17,13","19,09","19,71","17,11","","-10,27%"
"18.06.2021","19,09","15,74","26,33","15,74","","21,28%"
"17.06.2021","15,74","15,17","20,83","13,62","","3,76%"
"16.06.2021","15,17","14,59","18,38","12,46","","3,98%"
"15.06.2021","14,59","14,43","19,30","14,43","","1,11%"
"14.06.2021","14,43","14,14","14,70","13,99","","2,05%"
"11.06.2021","14,14","14,78","14,78","12,65","","-4,33%"
"10.06.2021","14,78","15,60","17,61","14,39","","-5,26%"
"09.06.2021","15,60","15,23","17,87","15,17","","2,43%"
"08.06.2021","15,23","15,22","16,59","14,93","","0,07%"
"07.06.2021","15,22","14,84","17,16","14,84","","2,56%"
"04.06.2021","14,84","15,88","15,88","14,80","","-6,55%"
"03.06.2021","15,88","15,30","17,91","14,45","","3,79%"
"02.06.2021","15,30","17,95","20,88","15,11","","-14,76%"
"01.06.2021","17,95","14,82","18,37","14,04","","21,12%"
"28.05.2021","14,82","15,46","16,14","14,67","","-4,14%"
"27.05.2021","15,46","15,81","16,28","13,96","","-2,21%"
"26.05.2021","15,81","16,61","16,67","15,69","","-4,82%"
"25.05.2021","16,61","16,88","21,98","16,32","","-1,60%"
"24.05.2021","16,88","17,56","19,94","16,88","","-3,87%"
"21.05.2021","17,56","18,28","21,57","17,39","","-3,94%"
"20.05.2021","18,28","19,42","19,94","18,05","","-5,87%"
"19.05.2021","19,42","18,24","22,43","18,24","","6,47%"
"18.05.2021","18,24","17,61","22,77","17,07","","3,58%"
"17.05.2021","17,61","17,31","19,58","17,31","","1,73%"
"14.05.2021","17,31","19,97","19,97","16,73","","-13,32%"
"13.05.2021","19,97","25,36","25,36","19,47","","-21,25%"
"12.05.2021","25,36","19,30","25,68","13,15","","31,40%"
"11.05.2021","19,30","17,19","24,69","13,91","","12,27%"
"10.05.2021","17,19","15,19","26,17","15,19","","13,17%"
"07.05.2021","15,19","18,03","18,03","14,82","","-15,75%"
"06.05.2021","18,03","16,12","18,03","15,24","","11,85%"
"05.05.2021","16,12","16,90","22,20","15,54","","-4,62%"
"04.05.2021","16,90","16,09","21,53","16,09","","5,03%"
"03.05.2021","16,09","16,21","19,18","14,60","","-0,74%"
"30.04.2021","16,21","16,26","24,59","15,87","","-0,31%"
"29.04.2021","16,26","16,59","24,81","16,09","","-1,99%"
"28.04.2021","16,59","16,73","20,77","16,26","","-0,84%"
"27.04.2021","16,73","16,60","22,44","16,44","","0,78%"
"26.04.2021","16,60","16,36","20,42","16,36","","1,47%"
"23.04.2021","16,36","17,38","21,92","16,14","","-5,87%"
"22.04.2021","17,38","16,13","21,79","16,00","","7,75%"
"21.04.2021","16,13","16,70","21,02","15,83","","-3,41%"
"20.04.2021","16,70","15,32","26,00","15,32","","9,01%"
"19.04.2021","15,32","14,44","20,10","11,76","","6,32%"
"16.04.2021","14,41","15,43","19,03","9,96","","-6,61%"
"15.04.2021","15,43","15,90","26,69","15,42","","-2,96%"
"14.04.2021","15,90","16,08","19,58","15,18","","-1,12%"
"13.04.2021","16,08","15,74","27,15","15,08","","2,16%"
"12.04.2021","15,74","16,21","20,65","14,34","","-2,90%"
"09.04.2021","16,21","16,35","20,51","16,05","","-0,86%"
"08.04.2021","16,35","16,54","20,07","16,34","","-1,15%"
"07.04.2021","16,54","16,77","18,01","16,50","","-1,37%"
"06.04.2021","16,77","17,15","19,11","16,70","","-2,22%"
"05.04.2021","17,15","17,17","19,89","16,96","","-0,12%"
"01.04.2021","17,17","17,82","19,29","15,48","","-3,65%"
"31.03.2021","17,82","17,99","29,73","17,63","","-0,94%"
"30.03.2021","17,99","21,89","26,55","17,77","","-17,82%"
"29.03.2021","21,89","17,66","29,84","17,66","","23,95%"
"26.03.2021","17,66","18,56","24,97","17,58","","-4,85%"
"25.03.2021","18,56","19,40","28,17","18,39","","-4,33%"
"24.03.2021","19,40","18,90","22,62","17,25","","2,65%"
"23.03.2021","18,90","18,37","26,42","17,64","","2,89%"
"22.03.2021","18,37","19,10","26,47","18,04","","-3,82%"
"19.03.2021","19,10","19,83","34,34","17,29","","-3,68%"
"18.03.2021","19,83","18,58","27,22","18,58","","6,73%"
"17.03.2021","18,58","18,80","23,77","16,45","","-1,17%"
"16.03.2021","18,80","19,12","32,31","12,94","","-1,67%"
"15.03.2021","19,12","19,52","27,36","17,80","","-2,05%"
"12.03.2021","19,52","20,69","23,71","19,52","","-5,65%"
"11.03.2021","20,69","22,02","27,06","20,37","","-6,04%"
"10.03.2021","22,02","22,19","29,97","20,95","","-0,77%"
"09.03.2021","22,19","24,40","28,98","21,81","","-9,06%"
"08.03.2021","24,40","21,98","27,48","20,47","","11,01%"
"05.03.2021","21,98","24,15","39,58","18,11","","-8,99%"
"04.03.2021","24,15","22,29","38,03","21,61","","8,34%"
"03.03.2021","22,29","21,08","31,80","19,43","","5,74%"
"02.03.2021","21,08","21,20","23,96","20,38","","-0,57%"
"01.03.2021","21,20","24,10","26,98","20,82","","-12,03%"
"26.02.2021","24,10","23,47","32,20","22,98","","2,68%"
"25.02.2021","23,47","19,96","28,19","19,96","","17,59%"
"24.02.2021","19,96","20,63","26,89","19,11","","-3,25%"
"23.02.2021","20,63","20,75","30,80","18,38","","-0,58%"
"22.02.2021","20,75","20,29","21,73","20,17","","2,27%"
"19.02.2021","20,29","20,01","34,48","17,66","","1,40%"
"18.02.2021","20,01","19,67","22,74","17,06","","1,73%"
"17.02.2021","19,67","19,69","25,24","19,58","","-0,10%"
"16.02.2021","19,69","19,36","21,45","19,36","","1,70%"
"12.02.2021","19,36","20,24","27,21","19,34","","-4,35%"
"11.02.2021","20,24","20,38","21,25","18,52","","-0,69%"
"10.02.2021","20,38","19,69","22,59","18,88","","3,50%"
"09.02.2021","19,69","19,87","20,19","19,01","","-0,91%"
"08.02.2021","19,87","20,16","23,53","19,87","","-1,44%"
"05.02.2021","20,16","19,97","24,71","19,67","","0,95%"
"04.02.2021","19,97","21,30","28,77","19,90","","-6,24%"
"03.02.2021","21,30","23,34","25,06","20,78","","-8,74%"
"02.02.2021","23,34","26,82","30,66","22,33","","-12,98%"
"01.02.2021","26,82","28,68","34,48","24,11","","-6,49%"
"29.01.2021","28,68","24,91","40,80","22,79","","15,13%"
"28.01.2021","24,91","27,58","27,58","17,69","","-9,68%"
"27.01.2021","27,58","22,49","45,68","22,49","","22,63%"
"26.01.2021","22,49","22,10","22,54","21,68","","1,76%"
"25.01.2021","22,10","20,46","29,64","20,05","","8,02%"
"22.01.2021","20,46","20,31","26,19","20,05","","0,74%"
"21.01.2021","20,31","21,00","21,86","19,83","","-3,29%"
"20.01.2021","21,00","22,38","25,54","20,58","","-6,17%"
"19.01.2021","22,38","22,14","22,62","21,88","","1,08%"
"15.01.2021","22,14","21,65","23,26","18,67","","2,26%"
"14.01.2021","21,65","21,61","29,87","17,78","","0,19%"
"13.01.2021","21,61","22,07","34,20","18,18","","-2,08%"
"12.01.2021","22,07","22,86","32,17","18,19","","-3,46%"
"11.01.2021","22,86","21,00","31,26","20,46","","8,86%"
"08.01.2021","21,00","21,64","22,09","20,98","","-2,96%"
"07.01.2021","21,64","23,79","23,79","20,36","","-9,04%"
"06.01.2021","23,79","23,73","39,46","19,88","","0,25%"
"05.01.2021","23,73","24,01","24,58","20,90","","-1,17%"
"04.01.2021","24,01","20,53","26,12","20,53","","16,95%"
"31.12.2020","20,53","20,71","20,96","17,72","","-0,87%"
"30.12.2020","20,71","20,93","24,41","18,30","","-1,05%"
"29.12.2020","20,93","20,12","21,46","17,34","","4,03%"
"28.12.2020","20,12","20,49","22,63","19,51","","-1,81%"
"24.12.2020","20,49","21,29","21,29","20,38","","-3,76%"
"23.12.2020","21,29","22,80","26,02","20,30","","-6,62%"
"22.12.2020","22,80","22,75","24,36","22,54","","0,22%"
"21.12.2020","22,75","20,05","26,03","20,05","","13,47%"
"18.12.2020","20,05","20,41","21,71","19,90","","-1,76%"
"17.12.2020","20,41","21,88","22,99","20,40","","-6,72%"
"16.12.2020","21,88","21,68","23,26","20,90","","0,92%"
"15.12.2020","21,68","23,07","25,69","17,61","","-6,03%"
"14.12.2020","23,07","22,58","23,20","21,55","","2,17%"
"11.12.2020","22,58","21,78","22,88","18,12","","3,67%"
"10.12.2020","21,78","21,96","23,17","21,72","","-0,82%"
"09.12.2020","21,96","21,55","22,51","19,71","","1,90%"
"08.12.2020","21,55","21,94","22,23","21,37","","-1,78%"
"07.12.2020","21,94","21,21","24,29","21,21","","3,44%"
"04.12.2020","21,21","22,21","24,41","21,18","","-4,50%"
"03.12.2020","22,21","23,04","23,80","21,88","","-3,60%"
"02.12.2020","23,04","22,95","23,33","17,98","","0,39%"
"01.12.2020","22,95","22,88","22,96","21,92","","0,31%"
"30.11.2020","22,88","22,27","24,04","19,86","","2,74%"
"27.11.2020","22,27","22,35","22,57","22,00","","-0,36%"
"25.11.2020","22,35","22,22","26,80","19,65","","0,59%"
"24.11.2020","22,22","22,30","22,48","19,86","","-0,36%"
"23.11.2020","22,30","22,69","23,21","15,35","","-1,72%"
"20.11.2020","22,69","22,21","24,18","22,00","","2,16%"
"19.11.2020","22,21","23,47","23,99","21,50","","-5,37%"
"18.11.2020","23,47","22,86","23,66","21,91","","2,67%"
"17.11.2020","22,86","23,26","24,18","18,37","","-1,72%"
"16.11.2020","23,26","23,96","24,08","23,06","","-2,92%"
"13.11.2020","23,96","25,52","25,52","23,35","","-6,11%"
"12.11.2020","25,52","24,11","30,43","24,01","","5,85%"
"11.11.2020","24,11","25,29","25,29","22,67","","-4,67%"
"10.11.2020","25,29","25,08","25,59","20,92","","1,20%"
"09.11.2020","24,99","25,08","27,17","18,88","","-0,32%"
"06.11.2020","25,07","25,97","31,74","21,16","","-3,47%"
"05.11.2020","25,97","27,43","31,64","23,60","","-5,32%"
"04.11.2020","27,43","32,55","32,55","21,60","","-15,76%"
"03.11.2020","32,56","34,06","34,06","27,58","","-4,40%"
"02.11.2020","34,06","35,18","37,31","27,82","","-3,18%"
"30.10.2020","35,18","34,94","45,53","30,51","","0,72%"
"29.10.2020","34,93","35,49","36,60","29,06","","-1,55%"
"28.10.2020","35,48","30,30","46,19","30,30","","17,10%"
"27.10.2020","30,30","30,18","31,31","27,71","","0,40%"
"26.10.2020","30,18","25,56","47,53","25,56","","18,08%"
"23.10.2020","25,56","26,35","28,58","25,32","","-2,92%"
"22.10.2020","26,33","27,13","38,41","25,83","","-3,13%"
"21.10.2020","27,18","27,70","34,41","26,33","","-1,91%"
"20.10.2020","27,71","27,40","30,94","25,32","","1,13%"
"19.10.2020","27,40","25,65","38,41","25,65","","6,82%"
"16.10.2020","25,65","25,46","36,44","23,52","","0,75%"
"15.10.2020","25,46","25,21","26,49","25,21","","0,99%"
"14.10.2020","25,21","25,05","30,59","24,21","","0,64%"
"13.10.2020","25,05","24,10","27,38","23,98","","4,11%"
"12.10.2020","24,06","24,27","24,50","7,84","","-0,82%"
"09.10.2020","24,26","25,85","26,16","24,25","","-6,19%"
"08.10.2020","25,86","26,71","26,71","21,99","","-3,18%"
"07.10.2020","26,71","28,01","31,57","22,73","","-4,64%"
"06.10.2020","28,01","27,46","43,99","24,64","","2,00%"
"05.10.2020","27,46","27,59","30,69","26,68","","-0,47%"
"02.10.2020","27,59","27,18","30,39","26,37","","1,51%"
"01.10.2020","27,18","26,70","34,12","24,29","","1,80%"
"30.09.2020","26,70","26,69","34,38","21,53","","0,04%"
"29.09.2020","26,69","26,25","27,35","25,37","","1,68%"
"28.09.2020","26,25","26,39","34,46","26,17","","-0,53%"
"25.09.2020","26,39","27,36","28,02","26,20","","-3,69%"
"24.09.2020","27,40","27,39","32,53","26,57","","0,04%"
"23.09.2020","27,39","25,75","30,21","21,41","","6,37%"
"22.09.2020","25,75","26,46","27,07","25,54","","-2,68%"
"21.09.2020","26,46","23,53","28,11","23,53","","12,45%"
"18.09.2020","23,53","23,42","24,41","17,26","","0,47%"
"17.09.2020","23,42","22,57","27,61","22,57","","3,77%"
"16.09.2020","22,57","23,60","36,70","20,41","","-4,36%"
"15.09.2020","23,60","24,22","27,63","18,99","","-2,48%"
"14.09.2020","24,20","26,00","33,67","22,39","","-6,92%"
"11.09.2020","26,00","27,62","33,61","24,43","","-5,87%"
"10.09.2020","27,62","27,71","28,80","24,06","","-0,29%"
"09.09.2020","27,70","30,14","30,14","25,91","","-8,13%"
"08.09.2020","30,15","29,43","33,36","29,43","","2,45%"
"04.09.2020","29,43","31,49","45,91","24,30","","-6,48%"
"03.09.2020","31,47","26,64","40,15","23,92","","18,13%"
"02.09.2020","26,64","26,19","28,29","23,43","","1,68%"
"01.09.2020","26,20","26,01","29,25","23,59","","0,73%"
"31.08.2020","26,01","23,84","26,14","23,84","","9,10%"
"28.08.2020","23,84","24,43","26,16","21,98","","-2,42%"
"27.08.2020","24,43","23,40","25,35","20,75","","4,40%"
"26.08.2020","23,40","22,35","28,36","22,35","","4,65%"
"25.08.2020","22,36","22,68","24,10","22,29","","-1,41%"
"24.08.2020","22,68","21,82","22,91","21,82","","3,89%"
"21.08.2020","21,83","22,81","24,40","18,70","","-4,25%"
"20.08.2020","22,80","22,93","23,98","18,05","","-0,57%"
"19.08.2020","22,93","22,25","26,73","13,58","","3,06%"
"18.08.2020","22,25","22,56","23,30","21,93","","-1,42%"
"17.08.2020","22,57","23,50","23,63","22,52","","-3,96%"
"14.08.2020","23,50","23,88","24,48","23,10","","-1,59%"
"13.08.2020","23,88","23,98","24,19","23,24","","-0,38%"
"12.08.2020","23,97","25,41","25,41","22,70","","-5,67%"
"11.08.2020","25,41","23,35","25,66","22,52","","8,82%"
"10.08.2020","23,35","23,33","23,88","23,20","","0,04%"
"07.08.2020","23,34","22,85","23,81","22,51","","2,14%"
"06.08.2020","22,85","22,88","23,28","22,09","","-0,13%"
"05.08.2020","22,88","23,15","29,38","21,55","","-1,21%"
"04.08.2020","23,16","24,17","24,47","22,62","","-4,14%"
"03.08.2020","24,16","23,88","27,02","21,41","","1,21%"
"31.07.2020","23,87","25,38","26,69","18,29","","-5,91%"
"30.07.2020","25,37","24,84","27,80","23,62","","2,09%"
"29.07.2020","24,85","25,80","26,04","24,12","","-3,72%"
"28.07.2020","25,81","26,08","26,76","18,64","","-1,07%"
"27.07.2020","26,09","26,77","27,78","21,88","","-2,61%"
"24.07.2020","26,79","27,09","38,55","26,61","","-1,07%"
"23.07.2020","27,08","26,46","28,66","25,38","","2,34%"
"22.07.2020","26,46","26,80","30,07","20,69","","-1,23%"
"21.07.2020","26,79","26,75","26,95","23,08","","0,26%"
"20.07.2020","26,72","27,90","28,69","26,71","","-4,33%"
"17.07.2020","27,93","29,83","30,74","15,85","","-6,37%"
"16.07.2020","29,83","30,10","31,02","22,68","","-0,90%"
"15.07.2020","30,10","31,34","31,98","29,31","","-3,96%"
"14.07.2020","31,34","33,12","33,70","19,72","","-5,37%"
"13.07.2020","33,12","29,48","51,68","29,43","","12,42%"
"10.07.2020","29,46","31,36","31,45","29,38","","-6,09%"
"09.07.2020","31,37","29,62","32,48","29,47","","5,91%"
"08.07.2020","29,62","30,66","31,77","29,59","","-3,46%"
"07.07.2020","30,68","29,36","34,69","29,29","","5,65%"
"06.07.2020","29,04","28,59","30,59","28,59","","1,57%"
"02.07.2020","28,59","30,81","33,18","26,83","","-7,21%"
"01.07.2020","30,81","31,12","31,46","26,30","","-1,06%"
"30.06.2020","31,14","33,10","33,81","24,09","","-6,01%"
"29.06.2020","33,13","35,68","36,55","31,75","","-7,22%"
"26.06.2020","35,71","33,52","36,63","31,28","","6,66%"
"25.06.2020","33,48","35,38","37,27","33,18","","-5,37%"
"24.06.2020","35,38","33,70","38,00","31,10","","5,17%"
"23.06.2020","33,64","34,70","35,18","31,53","","-3,05%"
"22.06.2020","34,70","36,30","37,53","29,51","","-4,41%"
"19.06.2020","36,30","34,97","39,06","28,60","","3,83%"
"18.06.2020","34,96","35,60","38,89","27,98","","-1,80%"
"17.06.2020","35,60","35,76","44,79","34,31","","-0,45%"
"16.06.2020","35,76","36,30","43,78","22,72","","-1,62%"
"15.06.2020","36,35","39,18","43,80","23,07","","-7,22%"
"12.06.2020","39,18","40,79","50,12","36,38","","-3,95%"
"11.06.2020","40,79","30,35","40,99","30,35","","34,40%"
"10.06.2020","30,35","29,48","31,76","26,05","","2,99%"
"09.06.2020","29,47","28,16","31,07","28,16","","4,65%"
"08.06.2020","28,16","26,55","28,24","17,26","","6,06%"
"05.06.2020","26,55","26,70","28,31","24,36","","-0,56%"
"04.06.2020","26,70","27,25","27,64","25,97","","-2,02%"
"03.06.2020","27,25","28,44","28,44","26,57","","-4,22%"
"02.06.2020","28,45","29,43","29,43","28,40","","-3,33%"
"01.06.2020","29,43","28,73","36,09","28,73","","2,44%"
"29.05.2020","28,73","30,33","40,36","27,93","","-5,46%"
"28.05.2020","30,39","28,92","39,52","26,27","","5,34%"
"27.05.2020","28,85","29,62","31,47","28,19","","-2,63%"
"26.05.2020","29,63","29,89","30,30","28,05","","-0,87%"
"22.05.2020","29,89","30,93","32,59","29,82","","-3,33%"
"21.05.2020","30,92","30,62","35,59","24,91","","0,98%"
"20.05.2020","30,62","33,27","37,97","28,74","","-8,02%"
"19.05.2020","33,29","32,65","36,14","31,62","","1,96%"
"18.05.2020","32,65","34,86","34,86","27,91","","-6,34%"
"15.05.2020","34,86","35,77","37,39","20,18","","-2,87%"
"14.05.2020","35,89","38,19","42,84","12,05","","-6,02%"
"13.05.2020","38,19","35,71","41,68","35,27","","6,94%"
"12.05.2020","35,71","31,94","38,38","29,64","","11,66%"
"11.05.2020","31,98","30,91","34,63","25,86","","3,46%"
"08.05.2020","30,91","33,65","33,65","30,86","","-8,12%"
"07.05.2020","33,64","35,37","39,45","32,98","","-4,89%"
"06.05.2020","35,37","35,08","36,65","34,15","","0,83%"
"05.05.2020","35,08","37,54","38,96","34,07","","-6,55%"
"04.05.2020","37,54","38,46","40,71","37,47","","-2,39%"
"01.05.2020","38,46","36,55","42,15","36,55","","5,23%"
"30.04.2020","36,55","34,31","38,12","34,31","","6,53%"
"29.04.2020","34,31","36,80","44,20","31,66","","-6,77%"
"28.04.2020","36,80","36,76","48,61","32,41","","0,11%"
"27.04.2020","36,76","38,99","40,32","36,10","","-5,72%"
"24.04.2020","38,99","43,67","43,67","36,67","","-10,72%"
"23.04.2020","43,67","44,77","47,15","42,11","","-2,46%"
"22.04.2020","44,77","48,00","48,00","43,86","","-6,73%"
"21.04.2020","48,00","45,55","52,95","45,55","","5,40%"
"20.04.2020","45,54","41,65","48,34","41,65","","9,34%"
"17.04.2020","41,65","44,18","46,70","41,42","","-5,75%"
"16.04.2020","44,19","43,83","45,12","43,02","","0,82%"
"15.04.2020","43,83","41,32","45,11","41,32","","6,07%"
"14.04.2020","41,32","46,02","46,02","36,31","","-10,27%"
"13.04.2020","46,05","46,03","48,58","45,31","","0,04%"
"09.04.2020","46,03","46,31","52,81","45,42","","-0,60%"
"08.04.2020","46,31","48,15","54,01","44,17","","-3,82%"
"07.04.2020","48,15","45,88","53,99","44,80","","4,74%"
"06.04.2020","45,97","48,49","48,49","40,52","","-5,20%"
"03.04.2020","48,49","52,15","52,15","48,49","","-7,02%"
"02.04.2020","52,15","55,80","58,80","51,83","","-6,54%"
"01.04.2020","55,80","54,60","56,87","54,60","","2,20%"
"31.03.2020","54,60","59,72","59,72","53,89","","-8,57%"
"30.03.2020","59,72","63,51","63,51","59,65","","-5,97%"
"27.03.2020","63,51","61,33","66,77","61,33","","3,55%"
"26.03.2020","61,33","65,22","65,22","60,77","","-5,96%"
"25.03.2020","65,22","58,38","66,70","58,38","","11,72%"
"24.03.2020","58,38","50,49","61,20","48,28","","15,63%"
"23.03.2020","50,49","54,26","54,26","50,26","","-6,95%"
"20.03.2020","54,26","63,31","63,31","53,80","","-14,29%"
"19.03.2020","63,31","67,07","67,36","62,12","","-5,61%"
"18.03.2020","67,07","60,64","71,05","60,64","","8,30%"
"17.03.2020","61,93","63,83","64,29","58,14","","-2,95%"
"16.03.2020","63,81","55,21","66,24","55,21","","15,72%"
"13.03.2020","55,14","64,30","65,25","53,84","","-14,83%"
"12.03.2020","64,74","53,67","68,55","53,67","","20,72%"
"11.03.2020","53,63","47,71","57,39","47,71","","12,24%"
"10.03.2020","47,78","52,03","52,27","45,53","","-8,17%"
"09.03.2020","52,03","42,30","59,64","42,30","","23,00%"
"06.03.2020","42,30","38,65","49,86","38,65","","9,44%"
"05.03.2020","38,65","31,33","41,17","31,33","","23,36%"
"04.03.2020","31,33","37,26","37,26","30,27","","-15,98%"
"03.03.2020","37,29","34,19","40,57","29,49","","9,07%"
"02.03.2020","34,19","48,05","48,05","30,96","","-19,87%"
"28.02.2020","42,67","37,60","54,16","33,47","","13,33%"
"27.02.2020","37,65","27,01","37,65","27,01","","39,39%"
"26.02.2020","27,01","27,45","27,45","23,44","","-1,75%"
"25.02.2020","27,49","23,93","34,73","19,98","","14,40%"
"24.02.2020","24,03","17,70","25,30","17,70","","35,76%"
"21.02.2020","17,70","16,27","18,43","14,72","","8,86%"
"20.02.2020","16,26","14,88","31,77","11,72","","9,27%"
"19.02.2020","14,88","15,26","15,26","14,58","","-2,36%"
"18.02.2020","15,24","14,29","15,92","14,29","","6,57%"
"14.02.2020","14,30","14,63","14,82","14,30","","-2,32%"
"13.02.2020","14,64","14,03","15,91","14,03","","4,20%"
"12.02.2020","14,05","15,19","15,19","14,02","","-7,50%"
"11.02.2020","15,19","15,03","15,30","14,68","","1,06%"
"10.02.2020","15,03","15,40","16,14","15,00","","-2,40%"
"07.02.2020","15,40","14,56","15,58","14,56","","5,77%"
"06.02.2020","14,56","14,81","15,06","14,55","","-1,75%"
"05.02.2020","14,82","15,72","16,70","14,46","","-5,73%"
"04.02.2020","15,72","17,46","17,46","11,67","","-10,02%"
"03.02.2020","17,47","17,95","19,11","14,49","","-2,67%"
"31.01.2020","17,95","15,35","18,77","14,02","","16,94%"
"30.01.2020","15,35","15,73","22,69","10,65","","-2,42%"
"29.01.2020","15,73","15,78","20,50","11,55","","-0,88%"
"28.01.2020","15,87","17,58","17,58","13,39","","-9,73%"
"27.01.2020","17,58","14,80","18,57","14,80","","18,78%"
"24.01.2020","14,80","13,39","16,07","13,19","","10,53%"
"23.01.2020","13,39","13,69","17,17","13,39","","-2,19%"
"22.01.2020","13,69","13,32","13,72","9,56","","3,09%"
"21.01.2020","13,28","11,90","14,70","10,13","","11,60%"
"17.01.2020","11,90","11,47","12,44","11,47","","3,84%"
"16.01.2020","11,46","11,82","12,14","7,20","","-3,05%"
"15.01.2020","11,82","12,09","14,32","2,47","","-2,23%"
"14.01.2020","12,09","12,07","15,04","8,52","","0,42%"
"13.01.2020","12,04","13,49","15,27","11,71","","-10,75%"
"10.01.2020","13,49","12,86","15,46","12,52","","4,90%"
"09.01.2020","12,86","13,43","20,13","11,68","","-4,32%"
"08.01.2020","13,44","13,96","21,48","11,74","","-3,72%"
"07.01.2020","13,96","14,03","14,51","9,96","","-0,57%"
"06.01.2020","14,04","14,09","15,46","13,79","","-0,35%"
"03.01.2020","14,09","12,27","14,28","12,27","","14,83%"
"02.01.2020","12,27","13,27","16,41","12,26","","-7,67%"
"31.12.2019","13,29","14,08","17,40","13,29","","-5,61%"
"30.12.2019","14,08","12,61","17,54","12,61","","11,39%"
"27.12.2019","12,64","11,96","12,72","11,96","","5,60%"
"26.12.2019","11,97","12,06","12,29","11,96","","-0,75%"
"24.12.2019","12,06","12,22","12,22","11,91","","-1,31%"
"23.12.2019","12,22","11,63","15,34","11,63","","5,07%"
"20.12.2019","11,63","11,48","24,52","11,24","","1,31%"
"19.12.2019","11,48","11,61","11,78","11,40","","-1,12%"
"18.12.2019","11,61","11,49","12,62","11,27","","1,13%"
"17.12.2019","11,48","11,64","11,67","11,32","","-1,37%"
"16.12.2019","11,64","12,28","12,28","11,27","","-5,21%"
"13.12.2019","12,28","13,77","13,86","12,25","","-10,82%"
"12.12.2019","13,77","14,55","16,16","13,19","","-5,36%"
"11.12.2019","14,55","14,90","20,22","14,39","","-2,48%"
"10.12.2019","14,92","14,67","17,00","14,41","","1,70%"
"09.12.2019","14,67","13,81","14,73","13,81","","6,23%"
"06.12.2019","13,81","14,79","14,79","13,38","","-6,63%"
"05.12.2019","14,79","15,34","17,90","14,75","","-3,59%"
"04.12.2019","15,34","16,39","16,39","14,09","","-6,41%"
"03.12.2019","16,39","15,11","18,26","15,11","","8,47%"
"02.12.2019","15,11","13,48","16,49","13,48","","12,09%"
"29.11.2019","13,48","12,39","13,57","12,39","","9,06%"
"27.11.2019","12,36","12,16","20,15","12,16","","1,64%"
"26.11.2019","12,16","12,46","13,82","12,14","","-2,41%"
"25.11.2019","12,46","12,69","12,85","12,13","","-1,81%"
"22.11.2019","12,69","13,54","13,54","12,66","","-6,21%"
"21.11.2019","13,53","13,19","20,00","13,19","","2,58%"
